id,sectionId,rowNumber,seatNumber,status,version
SEAT000219,ST001_S01,5,19,AVAILABLE,0
SEAT000220,ST001_S01,5,20,AVAILABLE,0
SEAT000221,ST001_S01,5,21,AVAILABLE,0
SEAT000222,ST001_S01,5,22,AVAILABLE,0
SEAT000223,ST001_S01,5,23,AVAILABLE,0
SEAT000224,ST001_S01,5,24,AVAILABLE,0
SEAT000225,ST001_S01,5,25,AVAILABLE,0
SEAT000226,ST001_S01,5,26,AVAILABLE,0
SEAT000227,ST001_S01,5,27,AVAILABLE,0
SEAT000228,ST001_S01,5,28,AVAILABLE,0
SEAT000229,ST001_S01,5,29,AVAILABLE,0
SEAT000230,ST001_S01,5,30,AVAILABLE,0
SEAT000231,ST001_S01,5,31,AVAILABLE,0
SEAT000232,ST001_S01,5,32,AVAILABLE,0
SEAT000233,ST001_S01,5,33,AVAILABLE,0
SEAT000234,ST001_S01,5,34,AVAILABLE,0
SEAT000235,ST001_S01,5,35,AVAILABLE,0
SEAT000236,ST001_S01,5,36,AVAILABLE,0
SEAT000237,ST001_S01,5,37,AVAILABLE,0
SEAT000238,ST001_S01,5,38,AVAILABLE,0
SEAT000239,ST001_S01,5,39,AVAILABLE,0
SEAT000240,ST001_S01,5,40,AVAILABLE,0
SEAT000241,ST001_S01,5,41,AVAILABLE,0
SEAT000242,ST001_S01,5,42,AVAILABLE,0
SEAT000243,ST001_S01,5,43,AVAILABLE,0
SEAT000244,ST001_S01,5,44,AVAILABLE,0
SEAT000245,ST001_S01,5,45,AVAILABLE,0
SEAT000246,ST001_S01,5,46,AVAILABLE,0
SEAT000247,ST001_S01,5,47,AVAILABLE,0
SEAT000248,ST001_S01,5,48,AVAILABLE,0
SEAT000249,ST001_S01,5,49,AVAILABLE,0
SEAT000250,ST001_S01,5,50,AVAILABLE,0
SEAT000251,ST001_S01,6,1,AVAILABLE,0
SEAT000252,ST001_S01,6,2,AVAILABLE,0
SEAT000253,ST001_S01,6,3,AVAILABLE,0
SEAT000254,ST001_S01,6,4,AVAILABLE,0
SEAT000255,ST001_S01,6,5,AVAILABLE,0
SEAT000256,ST001_S01,6,6,AVAILABLE,0
SEAT000257,ST001_S01,6,7,AVAILABLE,0
SEAT000258,ST001_S01,6,8,AVAILABLE,0
SEAT000259,ST001_S01,6,9,AVAILABLE,0
SEAT000260,ST001_S01,6,10,AVAILABLE,0
SEAT000261,ST001_S01,6,11,AVAILABLE,0
SEAT000262,ST001_S01,6,12,AVAILABLE,0
SEAT000263,ST001_S01,6,13,AVAILABLE,0
SEAT000264,ST001_S01,6,14,AVAILABLE,0
SEAT000265,ST001_S01,6,15,AVAILABLE,0
SEAT000266,ST001_S01,6,16,AVAILABLE,0
SEAT000267,ST001_S01,6,17,AVAILABLE,0
SEAT000268,ST001_S01,6,18,AVAILABLE,0
SEAT000269,ST001_S01,6,19,AVAILABLE,0
SEAT000270,ST001_S01,6,20,AVAILABLE,0
SEAT000271,ST001_S01,6,21,AVAILABLE,0
SEAT000272,ST001_S01,6,22,AVAILABLE,0
SEAT000273,ST001_S01,6,23,AVAILABLE,0
SEAT000274,ST001_S01,6,24,AVAILABLE,0
SEAT000275,ST001_S01,6,25,AVAILABLE,0
SEAT000276,ST001_S01,6,26,AVAILABLE,0
SEAT000277,ST001_S01,6,27,AVAILABLE,0
SEAT000278,ST001_S01,6,28,AVAILABLE,0
SEAT000279,ST001_S01,6,29,AVAILABLE,0
SEAT000280,ST001_S01,6,30,AVAILABLE,0
SEAT000281,ST001_S01,6,31,AVAILABLE,0
SEAT000282,ST001_S01,6,32,AVAILABLE,0
SEAT000283,ST001_S01,6,33,AVAILABLE,0
SEAT000284,ST001_S01,6,34,AVAILABLE,0
SEAT000285,ST001_S01,6,35,AVAILABLE,0
SEAT000286,ST001_S01,6,36,AVAILABLE,0
SEAT000287,ST001_S01,6,37,AVAILABLE,0
SEAT000288,ST001_S01,6,38,AVAILABLE,0
SEAT000289,ST001_S01,6,39,AVAILABLE,0
SEAT000290,ST001_S01,6,40,AVAILABLE,0
SEAT000291,ST001_S01,6,41,AVAILABLE,0
SEAT000292,ST001_S01,6,42,AVAILABLE,0
SEAT000293,ST001_S01,6,43,AVAILABLE,0
SEAT000294,ST001_S01,6,44,AVAILABLE,0
SEAT000295,ST001_S01,6,45,AVAILABLE,0
SEAT000296,ST001_S01,6,46,AVAILABLE,0
SEAT000297,ST001_S01,6,47,AVAILABLE,0
SEAT000298,ST001_S01,6,48,AVAILABLE,0
SEAT000299,ST001_S01,6,49,AVAILABLE,0
SEAT000300,ST001_S01,6,50,AVAILABLE,0
SEAT000301,ST001_S01,7,1,AVAILABLE,0
SEAT000302,ST001_S01,7,2,AVAILABLE,0
SEAT000303,ST001_S01,7,3,AVAILABLE,0
SEAT000304,ST001_S01,7,4,AVAILABLE,0
SEAT000305,ST001_S01,7,5,AVAILABLE,0
SEAT000306,ST001_S01,7,6,AVAILABLE,0
SEAT000307,ST001_S01,7,7,AVAILABLE,0
SEAT000308,ST001_S01,7,8,AVAILABLE,0
SEAT000309,ST001_S01,7,9,AVAILABLE,0
SEAT000310,ST001_S01,7,10,AVAILABLE,0
SEAT000311,ST001_S01,7,11,AVAILABLE,0
SEAT000312,ST001_S01,7,12,AVAILABLE,0
SEAT000313,ST001_S01,7,13,AVAILABLE,0
SEAT000314,ST001_S01,7,14,AVAILABLE,0
SEAT000315,ST001_S01,7,15,AVAILABLE,0
SEAT000316,ST001_S01,7,16,AVAILABLE,0
SEAT000317,ST001_S01,7,17,AVAILABLE,0
SEAT000318,ST001_S01,7,18,AVAILABLE,0
SEAT000319,ST001_S01,7,19,AVAILABLE,0
SEAT000320,ST001_S01,7,20,AVAILABLE,0
SEAT000321,ST001_S01,7,21,AVAILABLE,0
SEAT000322,ST001_S01,7,22,AVAILABLE,0
SEAT000323,ST001_S01,7,23,AVAILABLE,0
SEAT000324,ST001_S01,7,24,AVAILABLE,0
SEAT000325,ST001_S01,7,25,AVAILABLE,0
SEAT000326,ST001_S01,7,26,AVAILABLE,0
SEAT000327,ST001_S01,7,27,AVAILABLE,0
SEAT000328,ST001_S01,7,28,AVAILABLE,0
SEAT000329,ST001_S01,7,29,AVAILABLE,0
SEAT000330,ST001_S01,7,30,AVAILABLE,0
SEAT000331,ST001_S01,7,31,AVAILABLE,0
SEAT000332,ST001_S01,7,32,AVAILABLE,0
SEAT000333,ST001_S01,7,33,AVAILABLE,0
SEAT000334,ST001_S01,7,34,AVAILABLE,0
SEAT000335,ST001_S01,7,35,AVAILABLE,0
SEAT000336,ST001_S01,7,36,AVAILABLE,0
SEAT000337,ST001_S01,7,37,AVAILABLE,0
SEAT000338,ST001_S01,7,38,AVAILABLE,0
SEAT000339,ST001_S01,7,39,AVAILABLE,0
SEAT000340,ST001_S01,7,40,AVAILABLE,0
SEAT000341,ST001_S01,7,41,AVAILABLE,0
SEAT000342,ST001_S01,7,42,AVAILABLE,0
SEAT000343,ST001_S01,7,43,AVAILABLE,0
SEAT000344,ST001_S01,7,44,AVAILABLE,0
SEAT000345,ST001_S01,7,45,AVAILABLE,0
SEAT000346,ST001_S01,7,46,AVAILABLE,0
SEAT000347,ST001_S01,7,47,AVAILABLE,0
SEAT000348,ST001_S01,7,48,AVAILABLE,0
SEAT000349,ST001_S01,7,49,AVAILABLE,0
SEAT000350,ST001_S01,7,50,AVAILABLE,0
SEAT000351,ST001_S01,8,1,AVAILABLE,0
SEAT000352,ST001_S01,8,2,AVAILABLE,0
SEAT000353,ST001_S01,8,3,AVAILABLE,0
SEAT000354,ST001_S01,8,4,AVAILABLE,0
SEAT000355,ST001_S01,8,5,AVAILABLE,0
SEAT000356,ST001_S01,8,6,AVAILABLE,0
SEAT000357,ST001_S01,8,7,AVAILABLE,0
SEAT000358,ST001_S01,8,8,AVAILABLE,0
SEAT000359,ST001_S01,8,9,AVAILABLE,0
SEAT000360,ST001_S01,8,10,AVAILABLE,0
SEAT000361,ST001_S01,8,11,AVAILABLE,0
SEAT000362,ST001_S01,8,12,AVAILABLE,0
SEAT000363,ST001_S01,8,13,AVAILABLE,0
SEAT000364,ST001_S01,8,14,AVAILABLE,0
SEAT000365,ST001_S01,8,15,AVAILABLE,0
SEAT000366,ST001_S01,8,16,AVAILABLE,0
SEAT000367,ST001_S01,8,17,AVAILABLE,0
SEAT000368,ST001_S01,8,18,AVAILABLE,0
SEAT000369,ST001_S01,8,19,AVAILABLE,0
SEAT000370,ST001_S01,8,20,AVAILABLE,0
SEAT000371,ST001_S01,8,21,AVAILABLE,0
SEAT000372,ST001_S01,8,22,AVAILABLE,0
SEAT000373,ST001_S01,8,23,AVAILABLE,0
SEAT000374,ST001_S01,8,24,AVAILABLE,0
SEAT000375,ST001_S01,8,25,AVAILABLE,0
SEAT000376,ST001_S01,8,26,AVAILABLE,0
SEAT000377,ST001_S01,8,27,AVAILABLE,0
SEAT000378,ST001_S01,8,28,AVAILABLE,0
SEAT000379,ST001_S01,8,29,AVAILABLE,0
SEAT000380,ST001_S01,8,30,AVAILABLE,0
SEAT000381,ST001_S01,8,31,AVAILABLE,0
SEAT000382,ST001_S01,8,32,AVAILABLE,0
SEAT000383,ST001_S01,8,33,AVAILABLE,0
SEAT000384,ST001_S01,8,34,AVAILABLE,0
SEAT000385,ST001_S01,8,35,AVAILABLE,0
SEAT000386,ST001_S01,8,36,AVAILABLE,0
SEAT000387,ST001_S01,8,37,AVAILABLE,0
SEAT000388,ST001_S01,8,38,AVAILABLE,0
SEAT000389,ST001_S01,8,39,AVAILABLE,0
SEAT000390,ST001_S01,8,40,AVAILABLE,0
SEAT000391,ST001_S01,8,41,AVAILABLE,0
SEAT000392,ST001_S01,8,42,AVAILABLE,0
SEAT000393,ST001_S01,8,43,AVAILABLE,0
SEAT000394,ST001_S01,8,44,AVAILABLE,0
SEAT000395,ST001_S01,8,45,AVAILABLE,0
SEAT000396,ST001_S01,8,46,AVAILABLE,0
SEAT000397,ST001_S01,8,47,AVAILABLE,0
SEAT000398,ST001_S01,8,48,AVAILABLE,0
SEAT000399,ST001_S01,8,49,AVAILABLE,0
SEAT000400,ST001_S01,8,50,AVAILABLE,0
SEAT000401,ST001_S01,9,1,AVAILABLE,0
SEAT000402,ST001_S01,9,2,AVAILABLE,0
SEAT000403,ST001_S01,9,3,AVAILABLE,0
SEAT000404,ST001_S01,9,4,AVAILABLE,0
SEAT000405,ST001_S01,9,5,AVAILABLE,0
SEAT000406,ST001_S01,9,6,AVAILABLE,0
SEAT000407,ST001_S01,9,7,AVAILABLE,0
SEAT000408,ST001_S01,9,8,AVAILABLE,0
SEAT000409,ST001_S01,9,9,AVAILABLE,0
SEAT000410,ST001_S01,9,10,AVAILABLE,0
SEAT000411,ST001_S01,9,11,AVAILABLE,0
SEAT000412,ST001_S01,9,12,AVAILABLE,0
SEAT000413,ST001_S01,9,13,AVAILABLE,0
SEAT000414,ST001_S01,9,14,AVAILABLE,0
SEAT000415,ST001_S01,9,15,AVAILABLE,0
SEAT000416,ST001_S01,9,16,AVAILABLE,0
SEAT000417,ST001_S01,9,17,AVAILABLE,0
SEAT000418,ST001_S01,9,18,AVAILABLE,0
SEAT000419,ST001_S01,9,19,AVAILABLE,0
SEAT000420,ST001_S01,9,20,AVAILABLE,0
SEAT000421,ST001_S01,9,21,AVAILABLE,0
SEAT000422,ST001_S01,9,22,AVAILABLE,0
SEAT000423,ST001_S01,9,23,AVAILABLE,0
SEAT000424,ST001_S01,9,24,AVAILABLE,0
SEAT000425,ST001_S01,9,25,AVAILABLE,0
SEAT000426,ST001_S01,9,26,AVAILABLE,0
SEAT000427,ST001_S01,9,27,AVAILABLE,0
SEAT000428,ST001_S01,9,28,AVAILABLE,0
SEAT000429,ST001_S01,9,29,AVAILABLE,0
SEAT000430,ST001_S01,9,30,AVAILABLE,0
SEAT000431,ST001_S01,9,31,AVAILABLE,0
SEAT000432,ST001_S01,9,32,AVAILABLE,0
SEAT000433,ST001_S01,9,33,AVAILABLE,0
SEAT000434,ST001_S01,9,34,AVAILABLE,0
SEAT000435,ST001_S01,9,35,AVAILABLE,0
SEAT000436,ST001_S01,9,36,AVAILABLE,0
SEAT000437,ST001_S01,9,37,AVAILABLE,0
SEAT000438,ST001_S01,9,38,AVAILABLE,0
SEAT000439,ST001_S01,9,39,AVAILABLE,0
SEAT000440,ST001_S01,9,40,AVAILABLE,0
SEAT000441,ST001_S01,9,41,AVAILABLE,0
SEAT000442,ST001_S01,9,42,AVAILABLE,0
SEAT000443,ST001_S01,9,43,AVAILABLE,0
SEAT000444,ST001_S01,9,44,AVAILABLE,0
SEAT000445,ST001_S01,9,45,AVAILABLE,0
SEAT000446,ST001_S01,9,46,AVAILABLE,0
SEAT000447,ST001_S01,9,47,AVAILABLE,0
SEAT000448,ST001_S01,9,48,AVAILABLE,0
SEAT000449,ST001_S01,9,49,AVAILABLE,0
SEAT000450,ST001_S01,9,50,AVAILABLE,0
SEAT000451,ST001_S01,10,1,AVAILABLE,0
SEAT000452,ST001_S01,10,2,AVAILABLE,0
SEAT000453,ST001_S01,10,3,AVAILABLE,0
SEAT000454,ST001_S01,10,4,AVAILABLE,0
SEAT000455,ST001_S01,10,5,AVAILABLE,0
SEAT000456,ST001_S01,10,6,AVAILABLE,0
SEAT000457,ST001_S01,10,7,AVAILABLE,0
SEAT000458,ST001_S01,10,8,AVAILABLE,0
SEAT000459,ST001_S01,10,9,AVAILABLE,0
SEAT000460,ST001_S01,10,10,AVAILABLE,0
SEAT000461,ST001_S01,10,11,AVAILABLE,0
SEAT000462,ST001_S01,10,12,AVAILABLE,0
SEAT000463,ST001_S01,10,13,AVAILABLE,0
SEAT000464,ST001_S01,10,14,AVAILABLE,0
SEAT000465,ST001_S01,10,15,AVAILABLE,0
SEAT000466,ST001_S01,10,16,AVAILABLE,0
SEAT000467,ST001_S01,10,17,AVAILABLE,0
SEAT000468,ST001_S01,10,18,AVAILABLE,0
SEAT000469,ST001_S01,10,19,AVAILABLE,0
SEAT000470,ST001_S01,10,20,AVAILABLE,0
SEAT000471,ST001_S01,10,21,AVAILABLE,0
SEAT000472,ST001_S01,10,22,AVAILABLE,0
SEAT000473,ST001_S01,10,23,AVAILABLE,0
SEAT000474,ST001_S01,10,24,AVAILABLE,0
SEAT000475,ST001_S01,10,25,AVAILABLE,0
SEAT000476,ST001_S01,10,26,AVAILABLE,0
SEAT000477,ST001_S01,10,27,AVAILABLE,0
SEAT000478,ST001_S01,10,28,AVAILABLE,0
SEAT000479,ST001_S01,10,29,AVAILABLE,0
SEAT000480,ST001_S01,10,30,AVAILABLE,0
SEAT000481,ST001_S01,10,31,AVAILABLE,0
SEAT000482,ST001_S01,10,32,AVAILABLE,0
SEAT000483,ST001_S01,10,33,AVAILABLE,0
SEAT000484,ST001_S01,10,34,AVAILABLE,0
SEAT000485,ST001_S01,10,35,AVAILABLE,0
SEAT000486,ST001_S01,10,36,AVAILABLE,0
SEAT000487,ST001_S01,10,37,AVAILABLE,0
SEAT000488,ST001_S01,10,38,AVAILABLE,0
SEAT000489,ST001_S01,10,39,AVAILABLE,0
SEAT000490,ST001_S01,10,40,AVAILABLE,0
SEAT000491,ST001_S01,10,41,AVAILABLE,0
SEAT000492,ST001_S01,10,42,AVAILABLE,0
SEAT000493,ST001_S01,10,43,AVAILABLE,0
SEAT000494,ST001_S01,10,44,AVAILABLE,0
SEAT000495,ST001_S01,10,45,AVAILABLE,0
SEAT000496,ST001_S01,10,46,AVAILABLE,0
SEAT000497,ST001_S01,10,47,AVAILABLE,0
SEAT000498,ST001_S01,10,48,AVAILABLE,0
SEAT000499,ST001_S01,10,49,AVAILABLE,0
SEAT000500,ST001_S01,10,50,AVAILABLE,0
SEAT000501,ST001_S02,1,1,AVAILABLE,0
SEAT000502,ST001_S02,1,2,AVAILABLE,0
SEAT000503,ST001_S02,1,3,AVAILABLE,0
SEAT000504,ST001_S02,1,4,AVAILABLE,0
SEAT000505,ST001_S02,1,5,AVAILABLE,0
SEAT000506,ST001_S02,1,6,AVAILABLE,0
SEAT000507,ST001_S02,1,7,AVAILABLE,0
SEAT000508,ST001_S02,1,8,AVAILABLE,0
SEAT000509,ST001_S02,1,9,AVAILABLE,0
SEAT000510,ST001_S02,1,10,AVAILABLE,0
SEAT000511,ST001_S02,1,11,AVAILABLE,0
SEAT000512,ST001_S02,1,12,AVAILABLE,0
